,s_start,t_start,z_start,vpar_start,s_end,t_end,z_end,vpar_end,last_time,dt_end
0,-0.41348091669023707,0.03636857318737005,0.7218504746559524,5194805.195375171,0.3878089323896413,-2.612295979458323,1.216605389505272,3584204.3533479893,1.1679063999121238e-05,9.879760432894552e-09
1,0.3299667098390674,0.056494468183408975,0.7703053375574175,12517171.292527456,0.33431988297181753,1.041796196481627,13.295922038964152,12533671.567892047,1.200723616891925e-05,2.5733797037426272e-08
2,0.6364563823733128,0.008712799197461258,0.19280485591337815,12390371.82634445,0.6645541682044884,-1.0922136636423943,10.562742321887681,12422144.735233719,1e-05,2.607404649173453e-08
3,-0.2907680889241072,0.36907550960708235,0.7482108199140386,-12882752.237010257,0.4740736882317193,2.5927994753025367,-10.362532089247598,-12886284.50316861,1.0294999109937957e-05,1.6487749045628855e-08
4,-0.23614743918923717,0.22511850325873983,1.5083687126043892,-1980923.2806324624,0.31484138100914194,-2.5978470588229565,-2.914034282141577,-2295571.621126942,1.4424105598935679e-05,1.8035537376618316e-08
5,-0.006643328117687716,-0.018715764560055918,1.2580161003240582,11915797.236107316,0.01422524891458183,-2.2106069664768517,19.455611084699513,11889019.178879421,1.846888016104833e-05,4.79162260020883e-08
6,0.0004753621966327611,0.14233164185568808,0.45497523715582117,-2867345.88001897,0.1377153000933577,-3.0809203796939015,1.0586301151387532,-1165361.556825563,1.956282653424531e-05,2.5284928254487828e-08
7,0.2409976714969752,-0.1216769010874816,0.4969702903919377,-11177386.049534485,0.2435088185096046,1.7611865939699227,-9.147092549539911,-11456878.425210413,1.020074825763315e-05,2.048451608501522e-09
8,0.1820432769566022,-0.2609037755230331,0.794683950701414,-6295621.135943586,0.30681932397946077,-2.6045594903362126,-6.427642801083038,-6474419.3820001995,1.2485631719586159e-05,2.4026755908074173e-08
9,-0.17238572097824514,0.2461819457769508,1.4602484302792433,-11035669.887038283,0.299733831118158,2.5707545217312844,-9.783800224367056,-11103698.34875428,1.1892780521376217e-05,2.592850029282488e-08
10,-0.24062913685191087,-0.039611494273087175,0.0029908982108034984,-1694079.118595034,0.24501205687728655,-1.246528411921957,-4.054870097993975,-2220601.0457584644,1.4301956338113168e-05,2.674912960250211e-08
11,0.13162709033563263,-0.26721585518558993,0.6375940827968133,-2883025.681927547,0.213479204411527,-1.036459798704858,-4.862245177667081,-5930626.997368398,1.5958757830563035e-05,4.437395820182225e-08
12,0.012960296617201343,-0.2122341912051516,0.8108251629628912,-1972829.3408706468,0.33092000146052997,-1.0111839159020957,1.2051306152743084,4974704.768182599,1.54072370897441e-05,3.015966473917031e-08
13,-0.10210415448942882,0.514903061326839,0.7690181820944675,-4792053.425678727,0.5089569847227232,-1.5023295837386041,-2.1924703799653176,-5727606.883209679,1.0543680934060655e-05,4.1187949550049576e-09
14,0.005885157875119163,0.12649192262771253,0.5627676593850404,-12641931.822126264,0.16176001800116782,-0.9482508870192048,-13.588528576683931,-12588478.210019326,1.3410122774780538e-05,3.247735975981473e-08
15,-0.1565663821035784,-0.43762565849342894,1.1846132867361305,-10418839.582323562,0.4622393571593692,1.3674011907423265,-7.235436853863511,-10238296.788697511,1e-05,2.233114114437081e-08
16,0.4179559121446992,0.17745386365508403,0.7179723950756953,-10727204.803651135,0.41328745591725563,2.872003335500028,-8.49895698469278,-11195744.181043219,1e-05,3.751348188567136e-08
17,0.008563348912163848,0.021915985346402756,0.9476855972622495,8340855.759822685,0.027640229834755833,-0.803172145845204,11.23529412458525,8457408.624622265,1.4579723557817752e-05,4.885687009223515e-08
18,-0.02493209726642518,-0.0847273437746811,1.0762720302802278,-2169034.470547933,0.12705568065990394,0.8957493316929652,1.6922002876710294,2128605.117790802,2.628246711993545e-05,8.701217710414656e-08
19,-0.01361246047099095,-0.007323659911866466,1.0876290315310162,-9026000.924928734,0.013692650927967013,-1.5360866617449274,-9.78575456976818,-9039007.078710835,1.4653451715181773e-05,4.8701854958810685e-08
20,-0.10203222101615937,-0.12448325322531674,0.6405202837394147,-12485109.276286928,0.167872518611404,2.7174416369845242,-12.355685911637144,-12463880.967674373,1.2438726241344201e-05,3.193488794645788e-08
21,0.21511440779121524,-0.04285694095976354,0.11251862802828809,-200286.60598481074,0.26145367192779795,0.787926213982273,0.16436261817577236,2397966.1523645613,1.611833167117405e-05,3.307206308742707e-08
22,0.29747220302400806,0.12190835464529592,0.842097054878279,10009161.230823811,0.367316976671932,-1.7352419620081703,10.601195019162885,10672124.318179183,1.1361226987701493e-05,2.1454540761030282e-08
23,-0.09088601134735053,0.27847562198409326,1.5031840737271533,-646196.963079486,0.3257107960871708,1.6505281512074537,1.457217277691985,223212.5136696492,1.3294213887497694e-05,3.078704567754854e-08
24,0.016557057434869932,-0.17979048505971826,0.06583214156808367,1815543.7563092131,0.17066232492443145,-1.5634658576683949,0.07663809705947662,1377900.8313251468,1.4970272522382803e-05,2.478908039254055e-08
25,-0.467254055181605,-0.15364920962326978,0.397577464257605,-2123358.2518221196,0.5167918448373072,-2.9181938532599205,0.33987022469106004,1118080.0631396996,1.1308601631765839e-05,1.869430902522626e-08
26,-0.07504091985881847,-0.0908321590455,0.8837308657485481,4914633.696678646,0.1202385519219279,1.8226593803899467,5.1189065947896575,5068126.7523911195,1.4026776189456742e-05,4.108955295364022e-08
27,-0.02026189468193554,-0.007952201598783959,1.1456984852041132,-2720714.515706567,0.05340612474199923,-1.973336682579871,1.5828952671700904,-804356.393413018,1.432126613847854e-05,3.1088245600564527e-08
28,0.00014482311475629646,-0.043064724599746904,0.4643141807140705,6590962.678216424,0.06429522331651102,-0.12807079158522527,7.9362087557785115,7343028.031425753,1.2930635017040416e-05,2.874032660494819e-08
29,-0.06239042360481305,0.018714319310824512,0.0540536351289502,-10733568.288921755,0.0463086899440077,2.76810110174592,-11.883961529626598,-10949784.018545656,1.3175913068582031e-05,3.338051328435165e-08
30,-0.3610307801882551,0.002787993775341938,1.444444424797143,-7028099.369922167,0.35422311970645964,2.3485439936457078,-5.037655966099841,-7055939.158563583,1e-05,2.6597388506586836e-08
31,-0.20318587754568906,0.1523925619643908,0.48237197004863186,2360868.9903954696,0.22238323375546495,-2.449305881490154,1.1801532053314305,153973.30493491297,1.2221550290577651e-05,2.524488966565592e-08
32,-0.07221231472721422,0.013869974837361932,1.0905672046335084,-12245744.273005284,0.06113509852671875,1.6917383090967306,-12.06070039182418,-12279704.643320294,1.286687976902949e-05,3.0840979257497667e-08
33,0.1077654192769342,-0.017740416643003444,1.497939533109453,4091501.4049344845,0.019300710974078122,0.36735969936305735,1.959476943621555,-2851705.4259489006,2.25128700734624e-05,5.49827519067256e-08
34,-0.2080165760009787,0.41948869546846485,1.5153610982829413,-6758299.641751654,0.4728052133780981,1.0641843182329547,-5.0712965343240395,-6788571.2950734515,1.0366565341983199e-05,9.164133549579953e-08
35,-0.27705988800306325,-0.29310083888583927,0.5684331348868812,2146652.6959928162,0.4902010499732542,-1.487433011846699,1.2051548290745415,5402054.690919947,1.2104616871108954e-05,1.7339343583052364e-08
36,0.304136538643887,-0.2152736923104747,0.5835832109452604,5647447.573251583,0.4496227332084203,-0.9730109389606256,6.110107431331215,7804550.934854298,1e-05,7.051646192381807e-08
37,0.0023326738213382166,0.05964303963947709,0.006548551402256801,4167616.7827581204,0.043938231310306206,-0.9348448924518239,3.7477775387497396,3275580.9722860837,1.070324464960816e-05,6.634383486869421e-09
38,0.014691793047559914,0.2010907602984556,0.42001138561696577,644561.7608567011,0.26998076599362364,-2.9797894973823937,0.6780605122119275,-204824.076522309,2.2447845486160457e-05,6.131943589241701e-08
39,-0.00384475265038026,0.003079806737763523,0.13831044974357007,9384380.069971219,0.004414894247475211,-3.0455494230007503,12.330843907539656,9373291.80253199,1.562751432237117e-05,4.174295443639473e-08
40,-0.24823550900690677,-0.008891869665515138,1.1529716476155958,-3728848.6138554234,0.30132936092408785,1.8040840341269153,-0.06019355130732757,-811154.1069390482,1.6159694665156194e-05,2.6693805292007116e-08
41,-0.017667606683369905,0.008825054037024018,0.9212429293272248,6874021.06690973,0.023292439598785398,0.047459058953868996,10.867634458704297,6956696.114601197,1.777299418187406e-05,3.985425491230195e-08
42,-0.13600200860012476,0.09565192979950876,0.39971838358305894,2918016.461537188,0.09103926313702836,-2.28906961724762,1.2879754677955118,-2157001.342015715,1.780831878542333e-05,2.8281598892265263e-08
43,0.0075475164387485685,0.3748459385137289,0.05450202560298709,-7884975.896870958,0.33082703401932956,-1.2757498394878244,-8.259410579554133,-8664510.85106797,1.2661625934076798e-05,2.4398050193840486e-08
